zone,food_category,day_of_week,hour,month,is_weekend,is_evening,is_morning,zone_ngos_active,listings_in_zone,avg_distance_km,demand_kg,urgency_score,claimed_within_2hrs
East Delhi,Bakery,6,9,2,1,0,1,7,8,9.6,18.1,0.93,1
Noida,Dairy,2,21,5,0,1,0,2,6,6.5,5.0,0.3,1
Noida,Dairy,6,21,2,1,1,0,10,1,3.9,23.9,0.73,1
Gurgaon,Bakery,5,10,6,1,0,1,5,7,7.4,5.0,0.67,0
South Delhi,Bakery,3,9,5,0,0,1,12,8,17.8,5.0,0.65,0
East Delhi,Fruits & Vegetables,5,17,6,1,1,0,8,5,6.6,19.4,0.84,1
North Delhi,Dairy,4,16,10,0,0,0,9,6,6.3,6.1,0.6,1
North Delhi,Packaged Goods,5,10,8,1,0,1,10,5,11.8,6.2,0.73,0
East Delhi,Fruits & Vegetables,3,15,2,0,0,0,2,8,2.2,5.3,0.51,0
Central Delhi,Dairy,0,7,8,0,0,1,8,6,12.4,10.0,0.73,1
North Delhi,Cooked Meals,2,10,6,0,0,1,10,3,17.2,19.7,0.63,0
Central Delhi,Bakery,5,12,7,1,0,0,3,5,5.1,15.7,0.68,1
Dwarka,Fruits & Vegetables,1,18,7,0,1,0,3,5,16.7,9.2,0.49,1
Central Delhi,Bakery,4,19,11,0,1,0,11,3,12.8,27.5,0.51,0
West Delhi,Fruits & Vegetables,1,19,9,0,1,0,6,2,6.4,19.0,0.62,1
Dwarka,Dairy,1,18,7,0,1,0,10,8,13.0,12.8,0.69,1
Noida,Packaged Goods,2,19,8,0,1,0,8,8,2.0,8.4,0.44,1
North Delhi,Packaged Goods,0,10,10,0,0,1,5,6,3.6,7.4,0.62,0
Central Delhi,Cooked Meals,6,18,3,1,1,0,2,8,14.8,36.4,0.86,1
Dwarka,Cooked Meals,0,7,5,0,0,1,12,2,7.0,5.5,0.55,0
South Delhi,Fruits & Vegetables,4,21,12,0,1,0,2,2,13.7,13.5,0.67,1
North Delhi,Rice & Grains,1,22,3,0,0,0,9,3,5.2,18.8,0.57,0
East Delhi,Fruits & Vegetables,5,15,12,1,0,0,2,8,11.8,13.4,0.76,0
West Delhi,Cooked Meals,0,6,3,0,0,0,3,2,5.6,16.2,0.38,0
South Delhi,Packaged Goods,0,22,8,0,0,0,3,5,8.2,6.0,0.62,1
East Delhi,Bakery,6,14,10,1,0,0,12,2,8.6,17.8,0.67,0
North Delhi,Bakery,1,13,3,0,0,0,10,4,9.4,5.0,0.61,0
Central Delhi,Fruits & Vegetables,5,9,10,1,0,1,12,5,8.0,16.5,0.73,1
South Delhi,Packaged Goods,3,19,3,0,1,0,9,2,10.8,8.6,0.58,1
North Delhi,Dairy,2,7,11,0,0,1,12,8,2.2,9.3,0.37,0
Noida,Bakery,3,20,5,0,1,0,4,6,9.8,12.9,0.57,1
West Delhi,Fruits & Vegetables,5,22,7,1,0,0,4,3,7.3,15.9,0.61,1
Noida,Packaged Goods,5,10,5,1,0,1,12,5,16.7,6.7,0.6,0
South Delhi,Rice & Grains,3,18,8,0,1,0,4,5,3.6,24.1,0.79,1
Noida,Dairy,4,17,10,0,1,0,8,2,2.2,6.7,0.5,0
East Delhi,Bakery,0,9,8,0,0,1,9,6,14.0,11.6,0.67,0
West Delhi,Cooked Meals,1,18,7,0,1,0,2,5,3.4,19.1,0.68,0
South Delhi,Packaged Goods,6,17,10,1,1,0,2,3,6.8,16.8,0.94,1
Dwarka,Packaged Goods,1,12,4,0,0,0,9,5,5.2,7.5,0.34,1
East Delhi,Packaged Goods,6,22,4,1,0,0,2,2,4.9,16.1,0.74,1
East Delhi,Cooked Meals,2,19,10,0,1,0,3,6,4.6,14.7,0.58,0
Dwarka,Bakery,6,12,10,1,0,0,10,6,7.4,11.5,0.72,0
East Delhi,Cooked Meals,3,19,11,0,1,0,3,2,3.6,17.9,0.66,1
Central Delhi,Cooked Meals,0,21,4,0,1,0,10,6,1.9,30.6,0.83,1
Central Delhi,Fruits & Vegetables,3,17,2,0,1,0,4,5,2.7,17.5,0.74,0
West Delhi,Dairy,4,22,5,0,0,0,2,2,11.1,5.0,0.58,0
Central Delhi,Rice & Grains,0,7,6,0,0,1,5,6,16.2,25.9,0.67,1
North Delhi,Bakery,1,16,11,0,0,0,2,4,9.6,5.0,0.48,0
North Delhi,Fruits & Vegetables,0,19,10,0,1,0,3,8,17.1,8.2,0.5,0
Central Delhi,Rice & Grains,0,9,1,0,0,1,5,6,8.6,15.0,0.55,1
Central Delhi,Bakery,0,7,1,0,0,1,5,7,12.8,12.2,0.71,0
North Delhi,Dairy,3,7,7,0,0,1,4,7,13.1,7.8,0.74,0
East Delhi,Cooked Meals,3,9,10,0,0,1,7,6,4.7,16.9,0.73,0
Gurgaon,Cooked Meals,1,13,2,0,0,0,5,7,13.8,5.7,0.61,0
North Delhi,Cooked Meals,6,13,1,1,0,0,4,8,4.5,14.1,0.94,1
North Delhi,Fruits & Vegetables,2,13,5,0,0,0,8,8,12.4,11.4,0.63,1
South Delhi,Cooked Meals,2,12,8,0,0,0,7,4,8.8,12.1,0.66,0
Central Delhi,Fruits & Vegetables,6,15,11,1,0,0,6,6,13.0,20.8,0.76,1
South Delhi,Cooked Meals,2,19,12,0,1,0,9,5,2.8,25.7,0.61,0
East Delhi,Dairy,1,15,12,0,0,0,3,6,13.5,14.6,0.44,0
East Delhi,Cooked Meals,1,20,11,0,1,0,3,1,9.7,19.7,0.69,0
North Delhi,Fruits & Vegetables,2,18,5,0,1,0,3,1,6.1,10.2,0.63,0
Gurgaon,Packaged Goods,0,18,7,0,1,0,5,4,7.8,7.2,0.32,0
Gurgaon,Dairy,0,15,1,0,0,0,7,1,16.5,5.0,0.27,0
Noida,Fruits & Vegetables,6,12,1,1,0,0,11,7,15.8,12.2,0.52,1
North Delhi,Cooked Meals,4,18,12,0,1,0,6,8,8.5,18.7,0.62,0
Central Delhi,Bakery,3,20,12,0,1,0,5,3,16.5,17.8,0.59,0
Central Delhi,Rice & Grains,2,8,4,0,0,1,6,6,10.9,15.2,0.77,0
North Delhi,Dairy,2,17,5,0,1,0,12,1,3.6,16.2,0.62,0
Noida,Fruits & Vegetables,6,11,8,1,0,1,9,1,9.2,13.9,0.52,1
Noida,Packaged Goods,5,12,7,1,0,0,3,5,16.3,10.8,0.66,1
Noida,Cooked Meals,3,11,5,0,0,1,6,5,15.8,5.9,0.53,0
East Delhi,Bakery,5,11,3,1,0,1,12,1,5.3,12.8,0.71,0
North Delhi,Bakery,5,22,8,1,0,0,2,4,2.5,14.4,0.89,1
Central Delhi,Fruits & Vegetables,0,17,9,0,1,0,11,4,7.3,22.0,0.52,0
South Delhi,Dairy,3,9,9,0,0,1,5,6,10.9,19.0,0.82,1
Gurgaon,Cooked Meals,5,19,5,1,1,0,7,6,7.0,18.3,0.83,1
Gurgaon,Rice & Grains,2,21,5,0,1,0,4,6,2.2,20.6,0.6,0
East Delhi,Dairy,0,9,10,0,0,1,7,6,17.0,12.7,0.67,1
Gurgaon,Dairy,0,10,7,0,0,1,12,2,17.3,8.6,0.47,0
West Delhi,Dairy,4,19,9,0,1,0,10,1,11.5,10.7,0.7,0
Dwarka,Fruits & Vegetables,2,12,10,0,0,0,5,6,5.5,5.0,0.65,1
Noida,Bakery,3,16,12,0,0,0,5,8,13.6,9.0,0.31,0
Gurgaon,Fruits & Vegetables,0,17,9,0,1,0,7,8,11.5,10.6,0.24,0
Dwarka,Packaged Goods,1,10,9,0,0,1,8,3,11.5,9.2,0.51,1
Central Delhi,Fruits & Vegetables,2,9,2,0,0,1,10,3,11.0,11.1,0.66,1
West Delhi,Bakery,3,6,3,0,0,0,6,8,13.8,17.6,0.44,1
East Delhi,Cooked Meals,6,19,1,1,1,0,3,3,10.0,18.4,0.97,1
Gurgaon,Packaged Goods,2,10,7,0,0,1,5,5,3.5,14.8,0.38,0
Noida,Dairy,4,9,12,0,0,1,7,8,16.5,13.9,0.62,1
Dwarka,Rice & Grains,6,19,5,1,1,0,4,3,13.4,14.3,0.7,0
South Delhi,Bakery,0,17,11,0,1,0,8,6,8.7,21.4,0.81,1
Central Delhi,Cooked Meals,1,15,8,0,0,0,11,7,6.2,19.8,0.64,1
Gurgaon,Fruits & Vegetables,6,11,3,1,0,1,5,7,10.1,20.3,0.6,1
Noida,Cooked Meals,2,15,3,0,0,0,6,8,8.7,8.3,0.58,1
East Delhi,Fruits & Vegetables,2,9,4,0,0,1,4,2,4.9,18.5,0.64,0
East Delhi,Cooked Meals,4,7,9,0,0,1,5,1,9.6,16.4,0.67,0
North Delhi,Fruits & Vegetables,1,15,10,0,0,0,9,3,15.2,10.7,0.63,0
Central Delhi,Cooked Meals,5,9,8,1,0,1,9,5,2.9,13.5,0.9,0
East Delhi,Fruits & Vegetables,5,9,6,1,0,1,5,2,6.9,16.2,0.63,0
Noida,Fruits & Vegetables,3,22,11,0,0,0,7,1,8.7,9.4,0.45,0
Noida,Bakery,6,7,11,1,0,1,5,3,11.2,18.8,0.8,0
West Delhi,Rice & Grains,1,14,8,0,0,0,4,8,6.2,8.5,0.55,1
West Delhi,Rice & Grains,0,22,12,0,0,0,2,7,2.6,10.4,0.52,0
West Delhi,Rice & Grains,1,7,7,0,0,1,11,7,11.9,12.9,0.49,0
West Delhi,Rice & Grains,2,21,9,0,1,0,4,5,15.4,8.4,0.63,0
Central Delhi,Rice & Grains,3,21,11,0,1,0,7,8,6.4,23.0,0.61,1
West Delhi,Cooked Meals,6,15,7,1,0,0,7,4,12.4,21.3,0.74,0
South Delhi,Bakery,3,16,11,0,0,0,8,3,14.3,13.0,0.73,1
Dwarka,Packaged Goods,4,19,11,0,1,0,6,5,9.9,7.0,0.47,1
Gurgaon,Cooked Meals,4,16,5,0,0,0,8,7,14.8,6.4,0.51,0
Gurgaon,Packaged Goods,2,7,5,0,0,1,5,6,12.0,5.0,0.3,0
North Delhi,Fruits & Vegetables,3,19,4,0,1,0,4,4,14.4,12.8,0.42,0
South Delhi,Dairy,4,16,3,0,0,0,2,1,14.7,11.9,0.66,0
South Delhi,Rice & Grains,2,17,9,0,1,0,2,4,7.5,19.8,0.7,1
West Delhi,Bakery,6,18,12,1,1,0,4,6,7.0,13.9,0.74,1
West Delhi,Dairy,5,13,1,1,0,0,2,2,9.8,17.8,0.68,1
Dwarka,Cooked Meals,1,15,5,0,0,0,12,4,2.1,5.0,0.47,1
South Delhi,Packaged Goods,5,18,3,1,1,0,6,2,2.8,13.9,0.76,1
Gurgaon,Cooked Meals,0,10,2,0,0,1,8,4,15.2,6.1,0.4,0
Central Delhi,Fruits & Vegetables,3,22,12,0,0,0,6,8,4.8,10.5,0.67,1
Central Delhi,Rice & Grains,4,21,7,0,1,0,3,4,17.5,22.9,0.64,1
Central Delhi,Packaged Goods,2,22,4,0,0,0,9,7,17.2,6.4,0.48,1
South Delhi,Packaged Goods,1,6,7,0,0,0,9,6,9.4,8.8,0.52,0
South Delhi,Rice & Grains,2,16,3,0,0,0,3,2,10.8,19.1,0.54,0
West Delhi,Packaged Goods,4,13,2,0,0,0,11,8,10.1,5.0,0.48,1
West Delhi,Cooked Meals,6,21,5,1,1,0,7,3,2.1,22.8,1.0,1
Gurgaon,Cooked Meals,2,12,9,0,0,0,10,8,6.7,10.7,0.42,0
West Delhi,Fruits & Vegetables,3,21,9,0,1,0,3,2,8.5,11.2,0.35,0
South Delhi,Packaged Goods,1,6,3,0,0,0,3,3,4.8,8.6,0.52,1
South Delhi,Cooked Meals,3,21,3,0,1,0,10,8,3.8,28.0,0.7,1
Gurgaon,Packaged Goods,0,15,2,0,0,0,6,5,10.1,5.0,0.31,0
Noida,Dairy,5,11,3,1,0,1,12,4,14.7,21.0,0.66,1
Noida,Dairy,4,14,8,0,0,0,7,3,4.2,17.2,0.57,0
Dwarka,Cooked Meals,2,19,3,0,1,0,3,1,6.6,16.7,0.61,1
West Delhi,Bakery,5,9,9,1,0,1,3,1,11.8,14.0,0.5,1
East Delhi,Cooked Meals,2,13,6,0,0,0,5,5,6.2,11.6,0.71,0
Gurgaon,Dairy,5,15,6,1,0,0,8,5,10.8,9.8,0.52,0
West Delhi,Cooked Meals,4,10,2,0,0,1,6,3,5.8,12.9,0.77,0
South Delhi,Bakery,6,22,10,1,0,0,8,6,11.0,22.6,0.84,1
Central Delhi,Rice & Grains,6,21,4,1,1,0,5,4,3.0,32.6,0.86,1
East Delhi,Bakery,1,21,1,0,1,0,2,3,9.9,5.0,0.43,1
Dwarka,Packaged Goods,5,21,6,1,1,0,3,4,10.7,17.8,0.6,1
Gurgaon,Packaged Goods,5,21,6,1,1,0,10,6,10.3,7.0,0.55,1
West Delhi,Bakery,5,14,12,1,0,0,8,8,9.6,20.4,0.86,1
Central Delhi,Rice & Grains,0,19,11,0,1,0,2,6,15.6,31.0,0.68,1
Noida,Rice & Grains,3,12,10,0,0,0,5,7,7.7,10.5,0.37,0
North Delhi,Bakery,3,17,9,0,1,0,11,5,6.9,19.2,0.43,1
Noida,Fruits & Vegetables,4,6,10,0,0,0,12,5,12.1,8.6,0.37,1
Gurgaon,Cooked Meals,5,14,5,1,0,0,11,1,15.7,9.7,0.64,0
Dwarka,Dairy,5,20,8,1,1,0,12,2,2.1,13.0,0.66,1
North Delhi,Dairy,5,10,12,1,0,1,4,2,8.4,14.5,0.87,0
South Delhi,Cooked Meals,3,7,6,0,0,1,10,5,17.7,14.3,0.77,1
West Delhi,Rice & Grains,4,6,6,0,0,0,7,3,16.4,16.9,0.52,0
Noida,Dairy,0,18,7,0,1,0,12,1,2.6,6.8,0.47,0
East Delhi,Rice & Grains,2,8,3,0,0,1,6,4,12.9,18.8,0.61,0
Gurgaon,Bakery,5,6,5,1,0,0,7,2,7.1,5.5,0.67,1
South Delhi,Dairy,3,8,2,0,0,1,4,2,4.6,10.3,0.76,0
North Delhi,Bakery,6,6,4,1,0,0,9,2,16.0,14.8,0.71,0
West Delhi,Fruits & Vegetables,6,12,12,1,0,0,4,5,2.4,8.4,0.64,0
Central Delhi,Bakery,2,10,10,0,0,1,5,4,6.0,14.8,0.74,1
West Delhi,Bakery,2,14,12,0,0,0,3,8,7.4,5.0,0.54,0
Noida,Fruits & Vegetables,6,22,8,1,0,0,12,3,2.1,5.0,0.62,0
Gurgaon,Bakery,4,12,12,0,0,0,12,5,4.9,5.7,0.33,0
Central Delhi,Cooked Meals,4,12,5,0,0,0,6,1,16.7,12.3,0.66,1
East Delhi,Packaged Goods,1,20,10,0,1,0,11,7,12.4,9.9,0.46,1
North Delhi,Fruits & Vegetables,5,9,11,1,0,1,2,3,8.5,5.0,0.56,1
Noida,Fruits & Vegetables,5,9,3,1,0,1,6,3,9.2,8.5,0.72,0
East Delhi,Cooked Meals,3,20,10,0,1,0,8,7,9.3,5.0,0.58,0
West Delhi,Fruits & Vegetables,5,17,10,1,1,0,12,7,6.5,13.7,0.86,1
West Delhi,Dairy,0,19,7,0,1,0,11,7,11.3,10.6,0.58,0
East Delhi,Dairy,1,15,10,0,0,0,10,4,17.2,11.1,0.35,0
East Delhi,Bakery,5,16,1,1,0,0,6,3,14.7,15.7,0.74,0
Dwarka,Packaged Goods,1,20,1,0,1,0,5,3,6.5,9.7,0.82,0
South Delhi,Bakery,1,12,7,0,0,0,5,3,12.8,5.0,0.82,1
Noida,Cooked Meals,3,11,6,0,0,1,10,7,13.0,9.6,0.58,1
Dwarka,Rice & Grains,3,20,12,0,1,0,3,7,3.6,12.6,0.5,1
East Delhi,Packaged Goods,6,16,5,1,0,0,8,7,10.3,6.3,0.71,0
Noida,Packaged Goods,5,6,4,1,0,0,4,4,7.6,5.0,0.68,0
Noida,Dairy,6,6,10,1,0,0,8,2,12.2,9.1,0.58,0
East Delhi,Packaged Goods,1,7,4,0,0,1,3,6,7.8,5.0,0.6,1
East Delhi,Packaged Goods,1,15,5,0,0,0,9,1,5.8,5.0,0.51,1
Gurgaon,Bakery,1,18,11,0,1,0,3,8,14.8,5.0,0.5,0
Noida,Rice & Grains,5,9,11,1,0,1,2,3,6.8,17.3,0.9,0
Gurgaon,Rice & Grains,3,6,8,0,0,0,12,7,8.5,7.2,0.56,0
North Delhi,Fruits & Vegetables,3,14,12,0,0,0,11,8,9.8,11.0,0.7,0
Dwarka,Rice & Grains,2,17,2,0,1,0,8,7,15.9,9.3,0.62,0
South Delhi,Bakery,0,16,12,0,0,0,5,8,8.7,10.7,0.64,0
Dwarka,Fruits & Vegetables,0,9,8,0,0,1,2,6,5.7,9.5,0.53,0
Noida,Rice & Grains,2,6,9,0,0,0,6,6,8.4,8.4,0.54,1
Dwarka,Fruits & Vegetables,2,7,10,0,0,1,2,7,5.6,17.0,0.6,1
South Delhi,Dairy,0,10,12,0,0,1,9,7,16.2,20.2,0.64,1
Noida,Packaged Goods,5,13,12,1,0,0,11,8,2.2,5.0,0.7,0
Noida,Fruits & Vegetables,0,10,10,0,0,1,12,2,7.8,12.6,0.62,0
South Delhi,Fruits & Vegetables,5,15,7,1,0,0,4,5,13.4,15.9,0.85,1
South Delhi,Packaged Goods,0,12,10,0,0,0,6,4,13.0,5.0,0.56,1
North Delhi,Fruits & Vegetables,4,21,4,0,1,0,8,5,13.8,18.6,0.53,0
East Delhi,Fruits & Vegetables,4,7,10,0,0,1,4,5,6.0,13.9,0.53,0
Gurgaon,Bakery,0,19,11,0,1,0,6,8,11.4,9.2,0.31,1
Noida,Cooked Meals,1,13,1,0,0,0,5,2,11.6,10.4,0.25,0
Dwarka,Dairy,3,16,9,0,0,0,10,1,7.2,7.9,0.35,0
Noida,Fruits & Vegetables,6,20,3,1,1,0,9,4,10.3,19.7,0.75,1
East Delhi,Rice & Grains,3,14,7,0,0,0,11,2,11.9,14.0,0.75,1
Noida,Cooked Meals,1,22,6,0,0,0,7,8,12.6,5.3,0.72,0
North Delhi,Bakery,4,11,10,0,0,1,8,7,17.9,14.7,0.52,1
North Delhi,Fruits & Vegetables,4,21,4,0,1,0,10,3,7.7,19.3,0.46,1
South Delhi,Cooked Meals,3,12,4,0,0,0,11,5,4.4,13.9,0.69,0
East Delhi,Rice & Grains,3,19,6,0,1,0,8,5,6.8,12.6,0.49,0
Noida,Rice & Grains,0,16,9,0,0,0,8,4,15.7,15.1,0.49,0
Dwarka,Packaged Goods,2,20,3,0,1,0,4,7,6.3,8.9,0.37,0
Noida,Packaged Goods,5,11,11,1,0,1,8,7,17.6,5.0,0.63,0
Gurgaon,Bakery,5,6,10,1,0,0,11,2,11.4,5.0,0.61,1
Gurgaon,Cooked Meals,2,13,3,0,0,0,9,2,17.2,5.0,0.72,0
North Delhi,Rice & Grains,4,18,9,0,1,0,5,3,9.1,20.9,0.63,1
West Delhi,Bakery,3,12,6,0,0,0,3,1,4.9,14.1,0.41,1
Dwarka,Packaged Goods,1,20,4,0,1,0,9,2,14.8,9.9,0.44,0
Noida,Bakery,1,20,12,0,1,0,2,1,12.8,9.8,0.57,0
Gurgaon,Dairy,3,18,2,0,1,0,6,2,13.3,13.0,0.49,0
North Delhi,Packaged Goods,3,7,5,0,0,1,2,6,8.1,5.0,0.4,0
Dwarka,Packaged Goods,6,9,2,1,0,1,6,2,13.4,7.9,0.63,1
Noida,Packaged Goods,5,16,3,1,0,0,9,4,5.9,5.0,0.84,0
Noida,Rice & Grains,5,8,8,1,0,1,9,4,14.0,21.4,0.78,0
Noida,Fruits & Vegetables,5,20,6,1,1,0,6,5,11.3,14.0,0.65,0
East Delhi,Bakery,4,15,1,0,0,0,7,6,13.3,5.0,0.53,1
Central Delhi,Rice & Grains,1,15,8,0,0,0,12,5,4.0,16.6,0.57,0
East Delhi,Bakery,4,15,7,0,0,0,5,1,15.5,10.1,0.5,1
Central Delhi,Bakery,4,6,5,0,0,0,10,7,9.4,5.0,0.53,1
East Delhi,Fruits & Vegetables,5,10,10,1,0,1,7,6,7.7,12.9,0.94,0
Dwarka,Rice & Grains,1,22,8,0,0,0,8,1,12.5,12.7,0.41,1
South Delhi,Fruits & Vegetables,1,15,4,0,0,0,6,2,12.2,15.9,0.52,1
Noida,Packaged Goods,3,6,12,0,0,0,10,4,13.7,10.4,0.35,0
Noida,Rice & Grains,0,18,11,0,1,0,7,2,6.0,11.2,0.65,1
South Delhi,Cooked Meals,3,22,4,0,0,0,4,4,5.3,11.6,0.61,1
Dwarka,Bakery,0,14,9,0,0,0,5,2,16.5,5.0,0.57,1
East Delhi,Dairy,2,7,4,0,0,1,11,8,9.2,5.0,0.28,1
North Delhi,Fruits & Vegetables,6,8,4,1,0,1,9,2,9.4,13.9,0.83,1
South Delhi,Dairy,4,12,10,0,0,0,11,1,11.1,20.4,0.64,1
South Delhi,Rice & Grains,3,12,10,0,0,0,11,8,17.9,14.1,0.84,0
Central Delhi,Packaged Goods,4,14,8,0,0,0,7,8,10.0,5.0,0.54,0
Central Delhi,Fruits & Vegetables,6,13,6,1,0,0,10,5,11.8,18.8,0.89,1
South Delhi,Bakery,3,6,6,0,0,0,10,8,9.7,9.2,0.65,0
East Delhi,Cooked Meals,6,19,11,1,1,0,9,6,12.0,11.2,0.76,1
East Delhi,Bakery,6,9,4,1,0,1,10,5,6.8,15.3,0.62,1
Dwarka,Cooked Meals,5,15,10,1,0,0,12,3,6.8,15.7,0.82,1
West Delhi,Packaged Goods,6,11,3,1,0,1,4,6,17.3,7.5,0.67,0
Dwarka,Rice & Grains,4,19,12,0,1,0,6,8,16.9,8.1,0.52,1
Central Delhi,Fruits & Vegetables,1,15,6,0,0,0,7,8,6.6,15.8,0.67,0
Gurgaon,Packaged Goods,0,18,1,0,1,0,7,3,17.6,5.0,0.4,0
Central Delhi,Cooked Meals,6,12,4,1,0,0,6,5,15.2,27.4,0.72,1
North Delhi,Fruits & Vegetables,3,18,6,0,1,0,5,4,11.7,19.4,0.54,1
Dwarka,Fruits & Vegetables,0,8,4,0,0,1,9,8,17.2,11.2,0.62,1
North Delhi,Rice & Grains,3,21,4,0,1,0,11,7,2.5,9.5,0.55,1
North Delhi,Rice & Grains,2,14,9,0,0,0,6,2,9.3,11.2,0.54,1
South Delhi,Fruits & Vegetables,6,19,3,1,1,0,11,5,11.0,33.2,0.79,1
South Delhi,Packaged Goods,1,16,10,0,0,0,12,5,10.7,6.2,0.62,0
Central Delhi,Rice & Grains,0,10,2,0,0,1,7,6,16.4,10.8,0.66,0
Dwarka,Rice & Grains,1,11,6,0,0,1,9,6,7.0,12.5,0.51,0
Central Delhi,Fruits & Vegetables,4,6,3,0,0,0,8,7,8.0,12.3,0.6,1
Dwarka,Cooked Meals,6,22,1,1,0,0,10,6,1.8,7.8,0.81,0
Gurgaon,Cooked Meals,4,16,9,0,0,0,11,6,12.0,17.8,0.53,0
South Delhi,Dairy,0,9,9,0,0,1,10,2,11.0,17.0,0.76,1
Dwarka,Dairy,5,12,2,1,0,0,8,5,9.2,6.0,0.89,0
East Delhi,Rice & Grains,2,8,3,0,0,1,7,8,10.2,13.9,0.76,0
Gurgaon,Cooked Meals,3,15,1,0,0,0,8,1,1.6,5.3,0.71,0
Noida,Packaged Goods,1,14,4,0,0,0,7,8,12.3,8.9,0.46,0
West Delhi,Dairy,2,10,4,0,0,1,5,5,4.5,11.7,0.52,0
North Delhi,Dairy,4,7,3,0,0,1,3,6,15.9,18.3,0.6,0
West Delhi,Rice & Grains,1,12,5,0,0,0,6,4,16.9,5.0,0.46,1
West Delhi,Fruits & Vegetables,0,10,8,0,0,1,8,1,8.8,9.0,0.56,1
West Delhi,Packaged Goods,0,20,8,0,1,0,5,7,11.2,7.5,0.57,1
South Delhi,Cooked Meals,1,22,10,0,0,0,3,3,14.0,8.2,0.76,0
South Delhi,Packaged Goods,5,17,12,1,1,0,8,4,5.0,7.3,0.88,0
South Delhi,Dairy,2,21,5,0,1,0,9,1,1.6,18.2,0.73,1
Gurgaon,Packaged Goods,6,9,6,1,0,1,6,2,8.7,5.0,0.7,1
Central Delhi,Bakery,5,8,11,1,0,1,8,8,1.8,22.2,0.88,1
Central Delhi,Rice & Grains,5,16,1,1,0,0,5,3,10.8,20.8,0.95,1
East Delhi,Dairy,1,10,12,0,0,1,2,1,11.3,7.9,0.65,0
West Delhi,Rice & Grains,5,15,6,1,0,0,4,7,4.3,23.4,0.88,0
East Delhi,Rice & Grains,6,11,6,1,0,1,3,3,2.0,14.4,0.83,0
West Delhi,Fruits & Vegetables,3,17,5,0,1,0,2,1,7.0,5.2,0.58,0
Dwarka,Cooked Meals,5,10,7,1,0,1,8,3,4.1,19.2,0.59,1
North Delhi,Fruits & Vegetables,1,8,7,0,0,1,3,8,9.2,5.7,0.55,0
Gurgaon,Dairy,3,10,10,0,0,1,2,5,9.4,6.4,0.34,0
Central Delhi,Bakery,2,17,10,0,1,0,3,8,9.6,16.3,0.65,0
West Delhi,Bakery,1,22,3,0,0,0,4,4,12.4,6.8,0.42,0
South Delhi,Rice & Grains,3,15,10,0,0,0,5,5,4.5,21.4,0.89,1
Central Delhi,Fruits & Vegetables,5,20,11,1,1,0,10,5,14.0,20.8,0.79,1
East Delhi,Fruits & Vegetables,3,17,11,0,1,0,2,7,11.9,15.1,0.51,1
West Delhi,Bakery,0,10,11,0,0,1,5,3,8.0,7.9,0.57,1
North Delhi,Dairy,3,21,6,0,1,0,11,7,9.0,5.0,0.72,1
West Delhi,Packaged Goods,4,14,9,0,0,0,6,6,7.1,6.4,0.41,0
East Delhi,Fruits & Vegetables,2,21,9,0,1,0,3,6,14.1,12.2,0.55,1
Central Delhi,Cooked Meals,6,17,7,1,1,0,10,3,3.1,22.3,1.0,1
Dwarka,Cooked Meals,0,15,3,0,0,0,6,8,8.7,11.2,0.62,0
South Delhi,Dairy,1,18,9,0,1,0,12,4,14.3,23.5,0.59,1
West Delhi,Rice & Grains,5,17,9,1,1,0,4,1,14.7,22.0,0.74,1
Noida,Dairy,1,22,3,0,0,0,3,3,12.0,12.2,0.28,0
West Delhi,Rice & Grains,1,19,4,0,1,0,8,5,7.9,13.5,0.51,1
Gurgaon,Packaged Goods,3,16,3,0,0,0,6,1,2.7,6.7,0.42,0
Central Delhi,Bakery,5,8,1,1,0,1,4,3,9.4,13.5,0.75,0
East Delhi,Bakery,3,11,11,0,0,1,11,4,5.6,8.7,0.43,0
Noida,Cooked Meals,1,14,3,0,0,0,3,3,4.9,14.2,0.51,0
East Delhi,Rice & Grains,2,16,1,0,0,0,10,5,10.1,5.0,0.56,0
Dwarka,Bakery,5,20,5,1,1,0,10,8,4.0,7.8,0.51,0
Noida,Fruits & Vegetables,0,18,5,0,1,0,9,7,11.2,5.0,0.49,1
Dwarka,Fruits & Vegetables,1,22,2,0,0,0,11,6,5.5,14.9,0.53,1
Dwarka,Rice & Grains,3,19,1,0,1,0,6,5,16.4,9.8,0.59,0
Noida,Packaged Goods,5,14,6,1,0,0,3,8,5.5,5.0,0.53,1
Dwarka,Bakery,4,19,11,0,1,0,9,7,11.5,5.0,0.29,1
Gurgaon,Cooked Meals,4,9,10,0,0,1,12,2,11.0,8.0,0.54,0
South Delhi,Bakery,2,19,7,0,1,0,2,6,12.2,14.7,0.6,0
Dwarka,Packaged Goods,4,22,1,0,0,0,12,7,12.5,5.0,0.49,0
North Delhi,Bakery,4,11,1,0,0,1,7,2,6.3,5.0,0.62,0
Gurgaon,Cooked Meals,5,20,5,1,1,0,12,6,7.3,11.4,0.65,1
West Delhi,Fruits & Vegetables,3,7,6,0,0,1,12,5,14.2,5.0,0.47,0
East Delhi,Bakery,4,16,12,0,0,0,7,3,15.4,13.3,0.57,0
South Delhi,Fruits & Vegetables,2,13,6,0,0,0,3,2,12.1,18.4,0.73,0
Noida,Dairy,3,11,7,0,0,1,9,6,7.1,5.0,0.46,1
Dwarka,Fruits & Vegetables,6,11,3,1,0,1,3,4,11.1,8.8,0.83,1
